,Rate,Review,Movie_name
0,9,Very grim and disturbing but you can't stop watching,火線追緝令
1,10,Dark and disturbing thriller that will stay with you for ever.,火線追緝令
2,10,"A brilliant postmodern film noir that is grim, intelligent and disturbing",火線追緝令
3,10,Still manages to astound after 20 years of repeat viewings,火線追緝令
4,10,"He's experienced about as much pain and suffering as anyone I've encountered, give or take, and he still has Hell to look forward to.",火線追緝令
5,10,Probably the greatest murder story ever,火線追緝令
6,10,A dark and disturbing masterpiece.,火線追緝令
7,10,Top Serial Killer Movie,火線追緝令
8,9,one of the best-made films of its era and genre,火線追緝令
9,10,Stand out Thriller thanks to Fine Cast.,火線追緝令
10,10,Modern Masterpiece!!,火線追緝令
11,10,An out and out classic.,火線追緝令
12,10,Fincher's Se7en is a classic crime story which can rival the likes of Silence of the Lambs,火線追緝令
13,9,"David Fincher Strikes Again, With An Unwavering Thriller That Strikes Straight To The Heart",火線追緝令
14,10,Se7en gruesome chapters of a killer's manifesto...,火線追緝令
15,9,"20+ years later, I watched it again",火線追緝令
16,10,Fincher At His Finest!,火線追緝令
17,10,One Of The Greatest Thrillers Of All-Time,火線追緝令
18,9,"""This isn't going to have a happy ending.""",火線追緝令
19,9,beautiful darkness,火線追緝令
20,10,Se7en is a Sinfully Enthralling Thriller!,火線追緝令
21,10,"""Se7en is well crafted and ingeniously clever, making it one of the greatest films of the 90's""",火線追緝令
22,10,"Dark, grisly, and highly intelligent edge-of-your-seat thriller",火線追緝令
23,6,"With over 900 reviews, mine is hardly necessary : ) Blu-ray: Excellent A:10 V:10",火線追緝令
24,6,So so,火線追緝令
25,10,The best thriller ever made,火線追緝令
26,8,It doesn't get much more influential than this...,火線追緝令
27,9,So good it's a sin,火線追緝令
28,9,Se7en,火線追緝令
29,8,Less Proves More,火線追緝令
30,9,No one is without sin,火線追緝令
31,8,Love and Fear.. Who Killed Whom ?!!,火線追緝令
32,9,The best Hollywood has produced for a long time,火線追緝令
33,6,Good film with a great ending,火線追緝令
34,10,"Se7en is a dark, depressing, powerful and a clever movie",火線追緝令
35,10,Outstanding Performances / Great Storytelling,火線追緝令
36,10,A must see!!!,火線追緝令
37,6,Extremely overrated,火線追緝令
38,6,"It cuts and slices away, but still follows police-movie formula...",火線追緝令
39,8,Se7en,火線追緝令
40,9,"Very well made, but....",火線追緝令
41,9,Strong movie,火線追緝令
42,9,The Best of its Kind,火線追緝令
43,10,One of the best films ever made,火線追緝令
44,9,Modern Horror At Its Best,火線追緝令
45,10,A 90s Masterpiece.,火線追緝令
46,8,just how I like'em,火線追緝令
47,10,Atypical ... Disturbing ... Haunting ...,火線追緝令
48,8,Almost Too Much to Bear,火線追緝令
49,9,"Gritty, Disturbing Thriller - One of its Kind",火線追緝令
50,8,Quickie Review: Se7en,火線追緝令
