,Rate,Review,Movie_name
0,10,A cinematic bad boy,原罪犯
1,10,You Only Live Once...,原罪犯
2,10,Excellent in it's sickness,原罪犯
3,10,If only we were all living in Asia....,原罪犯
4,9,Freaked me out,原罪犯
5,8,As good and disturbing as expected.,原罪犯
6,9,Great film!,原罪犯
7,5,I don't get it; what's the hype all about?,原罪犯
8,9,A couple of answers that may be useful to understand this film better!!,原罪犯
9,10,One of the most gripping movies I have ever seen,原罪犯
10,9,One of the best Korean movie I have ever seen,原罪犯
11,10,"Complex, challenging masterpiece that puts Hollywood to shame.",原罪犯
12,7,Revenge: a dish best eaten live?,原罪犯
13,10,Absolutely authentic and 100% bad ass.,原罪犯
14,3,Didn't do anything for me.,原罪犯
15,9,One step ahead of America,原罪犯
16,9,One of most well-made films I've ever seen,原罪犯
17,3,This was what all the fuss was about?,原罪犯
18,10,Absolutely superb,原罪犯
19,4,Violence without sense,原罪犯
20,9,Absolutely Sublime.......................................................,原罪犯
21,10,"Park Chan-Wook's Masterful ""Oldboy"" is a Tour-De-Force of storytelling! My favorite film of all time!",原罪犯
22,6,Ugh.,原罪犯
23,1,Grotesque,原罪犯
24,8,What would you do?,原罪犯
25,1,the second half is a betrayal,原罪犯
26,10,"Pass by the ""Boo"" comments.",原罪犯
27,1,Why?,原罪犯
28,10,Oldboy is a masterpiece,原罪犯
29,10,More people need to see this film!,原罪犯
30,3,Doesn't Deserve To Be In The IMDb Top 250 List,原罪犯
31,7,Average revenge film with an extremely weak payoff,原罪犯
32,10,"Emotional, evocative and excellent.",原罪犯
33,5,"Technically well made, story silly and gross",原罪犯
34,9,A masterpiece for the cinema fanatics.,原罪犯
35,6,I don't get it.,原罪犯
36,10,Amazing Movie,原罪犯
37,8,Oh Boy! Oh Boy! Old Boys was very interesting!,原罪犯
38,5,If only more people voted...,原罪犯
39,5,A rather disappointing effort,原罪犯
40,10,Yes,原罪犯
41,5,Oldboy,原罪犯
42,9,Much better than sympathy for mr vengeance,原罪犯
43,10,A Universal Masterpiece,原罪犯
44,2,Perhaps I'm missing something...,原罪犯
45,4,Lost me with the octopus,原罪犯
46,5,It has been hyped up to something that it hardly can deliver...,原罪犯
47,7,"Stylish, Violent but Empty",原罪犯
