,Rate,Review,Movie_name
0,10,Out of this world,星際效應
1,10,A visual and auditory marvel,星際效應
2,10,Masterpiece,星際效應
3,10,Masterpiece,星際效應
4,10,Possibly the best movie of all time,星際效應
5,10,I waited 5 years to watch it again,星際效應
6,10,7 years later,星際效應
7,9,A journey across the galaxy to save humanity,星際效應
8,10,Excellent Movie,星際效應
9,9,Absolutely Brilliant,星際效應
10,10,I would rate 11/10,星際效應
11,10,A Sci-Fi Masterpiece,星際效應
12,10,Fascinating Film,星際效應
13,10,Greatest movie of all time,星際效應
14,9,"An Emotional, Beautiful Journey into the Unknown",星際效應
15,10,A visual masterpiece.,星際效應
16,10,An amazing Drama with Sci-Fi elements.,星際效應
17,10,I've never seen a movie so good in a long time,星際效應
18,10,Interstellar : An open-hearted & mastered Human Odyssey,星際效應
19,10,Spellbinding,星際效應
20,8,Maybe the most spectacular movie of 2014 and one of the best,星際效應
21,8,The Ontological Paradox Poser...,星際效應
22,9,Stunning sci-fi !,星際效應
23,10,time travel= relativity =space equilibrium= Nolan's grand space masterpiece,星際效應
24,10,Best movie I have seen in my life,星際效應
25,10,Glad i didn't watch the trailer,星際效應
26,9,Interstellar is quite an intriguing space movie requiring some attention to the narrative,星際效應
27,10,An space-epic sweeping in scale yet intimate in scope.,星際效應
28,10,Going brilliantly (but very LOUDLY) into the dark,星際效應
29,10,The best of all Time,星際效應
30,9,Filmmaker Christopher Nolan's valentine (of sorts) to 2001: A SPACE ODYSSEY,星際效應
31,9,Leaves you wondering,星際效應
32,10,One of the best fantasy dramas ever made.,星際效應
33,10,The Breakthrough Sci Fi Movie of the Decade,星際效應
34,9,Absolutely thrilling! A can't miss movie!,星際效應
35,10,"Thought-provoking, mind-enriching, and heart wrenching sci-fi drama.",星際效應
36,10,emotional Ride,星際效應
37,10,"""In order for man to move forward, they must leave something behind.""",星際效應
38,10,The best film I have ever seen,星際效應
39,7,A good - not great - movie that falls apart the more you think about it.,星際效應
40,10,Nolan's ninth film is a cinematic sci-fi epic for the ages,星際效應
41,10,"Nolan's masterpiece, one of the best sci-fi movie",星際效應
42,10,'Interstellar',星際效應
43,10,This is a movie you want to tell everyone about but no matter what you say it's just not enough. Christopher Nolan is a genius,星際效應
44,10,"Combining ENTER THE VOID, THE LAST MIMSEY and .. GENESIS",星際效應
