,Rate,Review,Movie_name
0,10,Whiplash is a modern day masterpiece.,進擊的鼓手
1,9,This is review #572....so is there really any need to say more?!,進擊的鼓手
2,10,An important hardened lesson in resilience and when to stop measuring up to your mentor. Whiplash is a captivating study of ambition.,進擊的鼓手
3,8,Just My Tempo,進擊的鼓手
4,9,Intense,進擊的鼓手
5,10,"""I'm exhausted!""",進擊的鼓手
6,9,"Tension, tension, tension!",進擊的鼓手
7,10,A strive for perfection.,進擊的鼓手
8,10,Astonishing performance,進擊的鼓手
9,9,A pair of outstanding performances by Miles Teller and J.K. Simmons embody Damien Chazelle's piece of perfection...,進擊的鼓手
10,9,Blistering,進擊的鼓手
11,10,Wow just wow. Easily one of the greatest films of the year,進擊的鼓手
12,10,An incredibly powerful film!,進擊的鼓手
13,8,terrific performances,進擊的鼓手
14,7,A Psychological Horror Story,進擊的鼓手
15,7,"Intense movie, phenomenal J.K. Simmons but unrealistic",進擊的鼓手
16,8,The Conflict is Better than any Superhero Movie,進擊的鼓手
17,9,A Portrait of the Artist as a Crazy Young Man,進擊的鼓手
18,4,"Only neat music and cinematography make this tawdry, melodramatic tale of sadomasochistic relationship between jazz conservatory student and teacher, worth watching",進擊的鼓手
19,7,Intense But The Hype And Awards Possibly Work Against It,進擊的鼓手
20,10,Beat a path to the cinema to see this,進擊的鼓手
21,9,Extremely powerful but too intense,進擊的鼓手
22,6,OK Social Drama - Whiplash,進擊的鼓手
23,9,WOW...,進擊的鼓手
24,5,I like to teach the world to play,進擊的鼓手
25,10,Bleeding Passion,進擊的鼓手
26,10,music and obsession,進擊的鼓手
27,4,"Delusional director is the real ""star"" of this film",進擊的鼓手
28,10,Good Job,進擊的鼓手
29,4,Stupid and Improbable story.,進擊的鼓手
30,9,Fantastic,進擊的鼓手
31,1,"Moronic, pointless, and full of crap",進擊的鼓手
32,3,Terence Fletcher: I was there to push people beyond what's expected of them. I believe that's an absolute necessity.,進擊的鼓手
33,2,Mr Clean's alter ego meets Little Drummer Boy,進擊的鼓手
34,10,A masterpiece.,進擊的鼓手
35,4,"What are you... there's no fn Mars Bar down there, what are you looking at? Look up here, look at me.",進擊的鼓手
36,9,This is one compelling drama about the relentless pursuit of perfection. You can't beat that!,進擊的鼓手
37,1,100 minutes of torture,進擊的鼓手
38,8,"Wow. Just, wow!",進擊的鼓手
39,3,Unpleasant,進擊的鼓手
40,9,i have seen it 13 times,進擊的鼓手
41,10,"Blood, sweat, tears, and drums",進擊的鼓手
42,1,The Greatest Abuse of IMDb for 2014. Do Not Be Fooled!,進擊的鼓手
43,10,Wow,進擊的鼓手
44,5,Disappointing!,進擊的鼓手
45,9,A dynamic movie full of tensions and twists,進擊的鼓手
46,7,"Powerful--and thin, and the ""jazz"" is handcuffed ""band"" music",進擊的鼓手
47,10,The pathway to perfection is not an easy road to travel.,進擊的鼓手
48,9,A stunning character study that acts as a white knuckle thriller,進擊的鼓手
49,10,Astonishing,進擊的鼓手
50,1,"If this was a comedy, I would've given it ten stars!",進擊的鼓手
51,9,Deserving of its oscars and more!,進擊的鼓手
52,10,A brutal lesson in developing & maintaining a tough skin to achieve musical excellence,進擊的鼓手
53,1,watching teenagers being abused,進擊的鼓手
54,8,Electrifying,進擊的鼓手
55,8,You'll need your ears and eyes to watch it ;),進擊的鼓手
56,8,I wasn't expecting that!,進擊的鼓手
57,9,An uncomcomfortable but brilliant exploration of ambition,進擊的鼓手
58,1,Most terrible movie I have seen in years...,進擊的鼓手
59,1,Bullying as Entertainment,進擊的鼓手
60,10,Be there for those who are struggling,進擊的鼓手
61,6,Nice,進擊的鼓手
62,10,Cinematic and auditory sensation!,進擊的鼓手
63,5,choose skill and elitism over life - sincerely from Harvard,進擊的鼓手
64,1,Cartoony Sadistic Villain for Non-Musicians and Brutal Porn for Stockholm Syndrome Sufferers,進擊的鼓手
65,10,"Astounding, intense & damn near perfect!",進擊的鼓手
66,3,"Finishes on a high 'note', but it's heavily flawed and almost intolerable to sit through for the most part",進擊的鼓手
67,6,All that jazz,進擊的鼓手
68,10,10/10,進擊的鼓手
69,4,"Great performances, but problematic",進擊的鼓手
70,3,Unrealistic,進擊的鼓手
71,1,The Glorification of Bullying in Film and Sanctioned by Hollywood,進擊的鼓手
72,8,They could have done better,進擊的鼓手
73,6,An interesting film with some suspense but lacking overall,進擊的鼓手
74,10,Whiplash: Movie review,進擊的鼓手
75,9,"It is an intense, powerful, and electrifying work of art",進擊的鼓手
76,2,I really disliked this movie,進擊的鼓手
77,1,Hollywood make-believe garbage at its best.,進擊的鼓手
78,6,Hugely entertaining but does it validate abuse?,進擊的鼓手
79,10,An utter masterpiece that draws you in and boom..it's over,進擊的鼓手
80,1,What a load of.....,進擊的鼓手
81,1,One of the worst films I've ever had the displeasure of watching!,進擊的鼓手
82,10,Carrot and stick,進擊的鼓手
83,9,Whiplash - more like Fitlash,進擊的鼓手
84,5,A hot mess.,進擊的鼓手
85,7,Far from great.,進擊的鼓手
86,4,Flawed and Flashy SPOILERS,進擊的鼓手
87,8,A perfectly timed film from Damien Chazelle.,進擊的鼓手
