,Rate,Review,Movie_name
0,10,Holds up as a classic.,異形
1,10,A Timeless Science Fiction Masterpiece,異形
2,9,The facehugger scared me as a kid and i still find em creepy.,異形
3,10,One of the best classic sci-fi horror films of all time - A masterpiece,異形
4,10,The Purina Dog Chow company will expand and make a big mistake!,異形
5,10,Sci-Fi Masterpiece,異形
6,10,Undeniably stunning,異形
7,10,Classic tale of terror,異形
8,9,Prophetic & Visionary...,異形
9,10,Iconographic Horror,異形
10,10,"Classic, Classic, Classic. Classic Sci fi, Classic Horror, Classic pacing, Classic visual effects, Classic crew, Classic Android conspiracy, Classic Cat.",異形
11,10,After 40 years it still scares the hell out of me,異形
12,10,A new appreciation of this film's excellence,異形
13,9,The start of a great anthology,異形
14,10,Whose idea was it to bring a cat in the first place?,異形
15,9,"""Alien"" is not just the monster, it's the atmosphere and the way you feel!",異形
16,9,"Visually impressive and exciting Sci/Fi horror , including Oscar-winning special effects",異形
17,10,The mother of all movies,異形
18,9,One Bad Apple,異形
19,10,Alien.....the one that started it all........,異形
20,10,"This Ageless, Silent, Haunted House Floating in Silent Space",異形
21,10,Original and terrifying sci fi terror,異形
22,10,An All-Time Classic,異形
23,10,A new level for Sci-fi Horror,異形
24,9,The original masterpiece that launched a dynasty,異形
25,10,I admire its purity,異形
26,9,Milestone,異形
27,10,Arguably... the BEST!,異形
28,10,EXTRA(ordinary)-TERR(ifying)-ESTRIAL,異形
29,10,A classic film that everyone should watch...........,異形
30,9,Crew expendable.,異形
31,10,You know your movie is special when you call it 'alien',異形
32,9,One of Ridley's best and my favorites,異形
33,10,Monumental 40th anniversary theater experience!,異形
34,10,Sci-fi classic,異形
35,10,A masterclass in sci-fi horror filmmaking,異形
36,10,"For me, it doesn't get any better than this",異形
37,10,Mother I've turned the rating system back on,異形
38,10,The one that started it all.,異形
39,7,Solid suspense film set in space,異形
40,9,Sci-Fi/Horror Masterpiece!,異形
41,9,"Cleverly frightful, even after seeing it for the first time at this time of age",異形
42,10,Pure masterpiece,異形
43,10,Nigh Perfect Sci-Fi Horror Flick,異形
44,10,There is a clause in the contract which specifically states any systematized transmission indicating a possible intelligent origin must be investigated...,異形
45,10,Terror in space,異形
46,10,"40 years after theater debut, it shows its age but is still unequaled in its genre.",異形
47,9,Classic movie that defined the space sci-fi horror genre,異形
48,10,The film that started it all,異形
49,9,"""What's the story Mother?""",異形
50,9,Defining moment in sci-fi horror history,異形
51,8,The First of a New Sci-Fi Horror Breed,異形
52,10,Defining cinematic experience,異形
53,10,A horror classic,異形
54,10,Innovative Sci-Fi Thriller Reintroduces Realism to the Genre,異形
55,10,Cinematic SciFi and Horror Masterpiece,異形
56,10,Classic Horror,異形
57,10,Ahead of its time,異形
58,10,One of the all time great science fiction AND horror movies,異形
59,10,In space no one can hear you scream,異形
60,10,Top notch,異形
61,9,Great sci-fi horror,異形
62,10,Best Sci-Fi Movie Ever,異形
63,9,One of the Best Sci-Fi Horror movies,異形
64,10,One of the best sci-fi films of all time.,異形
65,10,One of the best science fiction movies of all time,異形
66,10,favorite movie,異形
67,10,A Perfect Film. Turned Both Sigourney Weaver & The Alien Into Cultural Icons.,異形
68,10,alien,異形
69,10,Great film,異形
70,10,The Quiet Beginning,異形
71,10,Still better than 99% of the movies being churned out over the past 30 years.,異形
72,10,The beginning of a memorable series,異形
73,9,A Ground-Breaker In Sci-Fi/Horror,異形
74,9,The perfect horror film.,異形
75,10,"Thirty-two years on, and still exceptional.",異形
76,10,Phenomenal.,異形
77,9,An incredible achievement,異形
78,9,This has the ugliest and scariest sci-fi monster of all time cinema,異形
79,10,Still Fresh Classic,異形
80,10,"Ridley Scott's ""Alien"" (1979) stands the test of time as a masterpiece of science fiction horror",異形
81,10,Great Movie About A Bunch Of People On An Old Space Ship Who Save A Cat,異形
82,1,Very overrated--boring,異形
83,9,In space no one can hear you Puss-puss-puss!,異形
84,10,1 of the best horror movies ever made,異形
85,9,Creepy and unsettling I love it,異形
86,10,Best of SF + Best of horror = An absolute classic,異形
87,10,Brilliant,異形
88,10,In my opinion the scariest Science Fiction movie ever.,異形
89,10,Best Ever,異形
90,10,As Near Perfection As Possible.,異形
91,10,Original and best,異形
92,10,Ridley Scott's Alien masterpiece! ( A+ Movie) My Ratings 10/10,異形
